WRKY70,0.31119192
WRKY28,0.0045956653
WRKY27,0.16696106
WRKY75,0.0033791838
WRKY30,0.05322885
ARF2,0.9946549
ANAC083,0.9748301
ANAC087,0.97649777
ANL2,2.8786562e-05
AT1G19000,0.0257447
ANAC092,0.95435816
ANAC075,0.97463834
AREB3,0.90159225
AT1G12630,0.7167537
AT1G19210,0.9695041
ANAC103,0.97394264
AT1G64620,0.0016681285
AT1G71450,0.98031676
AT1G72010,0.9679244
AT1G72740,0.9913544
AT1G77200,0.65531486
AT1G49010,0.0037157163
AT1G74840,0.031049276
AT1G22810,0.98706114
AT1G69570,0.0017729468
AT1G25550,0.64423335
AT1G49560,0.15010186
AT2G33710,0.99666446
AT2G44940,0.9636241
AT2G28810,0.003295176
AT2G40260,0.018914776
AT2G03500,0.018426651
AT2G20110,0.00023253182
AT2G01060,0.34420252
AT2G33550,0.7112965
AT1G78700,0.98812765
AT3G04030,0.031835765
AT2G20400,0.109618396
AT3G12730,0.03132692
AT3G09735,0.7877467
AT3G24120,0.052325454
AT3G12130,0.07713443
AT4G00250,0.21123603
AT3G10113,0.00023753085
AT3G09600,0.016331133
At3g14180,0.994504
AT3G60490,0.8729982
AT3G52440,0.42776716
AT3G60580,0.012927869
AT4G36780,0.6427636
AT4G31060,0.980666
AT5G02460,0.012144293
AT4G37180,0.018628163
AT5G08330,0.973257
AT5G04390,0.33623248
AT4G01280,0.0005161906
AT5G05790,0.94880813
AT5G08520,0.030542167
AT4G32800,0.696181
AT5G05550,0.9763158
AT5G65130,0.992297
AT5G18450,0.99648654
AT5G63260,0.032097656
AT5G45580,0.05250677
AT5G58900,0.0007417193
AT5G62940,0.001299068
AT5G29000,0.16097869
AT5G66730,0.10285412
AT5G61620,0.026478585
AT5G52660,0.0016521235
AT5G56840,0.0012091127
ATHB20,0.00019187665
ATHB15,0.012553565
AT5G66940,0.00024664335
ATHB6,0.00055391685
ATHB13,4.249981e-05
ATGRF6,0.8798499
ATHB23,0.00012110528
ATHB21,0.010096023
ATHB7,0.002991449
ATHB5,7.593301e-06
ATAF1,0.6648662
